4.531805038452148438e+00,4.633170366287231445e-01,-5.249769687652587891e+00
2.456632375717163086e+00,-1.909328624606132507e-02,-2.740073576569557190e-02
2.650199890136718750e+00,-7.028635591268539429e-02,-4.390788730233907700e-03
2.374859809875488281e+00,-4.914399608969688416e-02,-1.690453737974166870e-01
2.281971693038940430e+00,3.027104772627353668e-03,-6.488432735204696655e-02
2.192943572998046875e+00,-1.738644391298294067e-01,1.776978373527526855e-02
5.696433067321777344e+00,1.828172564506530762e+00,-4.088274478912353516e+00
5.167924880981445312e+00,1.434619665145874023e+00,-4.634632110595703125e+00
5.794075489044189453e+00,1.706001877784729004e+00,-4.304458141326904297e+00
2.415076494216918945e+00,-6.791450828313827515e-02,4.634759947657585144e-02
2.239091634750366211e+00,-1.674195677042007446e-01,1.406637281179428101e-01
3.652266740798950195e+00,9.086211770772933960e-02,1.912926286458969116e-01
5.530899047851562500e+00,1.524561405181884766e+00,-4.183905124664306641e+00
4.333658695220947266e+00,4.745699465274810791e-01,-5.709380626678466797e+00
1.942671179771423340e+00,-1.218580752611160278e-01,1.169649884104728699e-03
4.515058040618896484e+00,5.443260669708251953e-01,-5.371927261352539062e+00
4.164919853210449219e+00,1.643651127815246582e-01,-5.696166992187500000e+00
2.899759054183959961e+00,-2.244875878095626831e-01,-2.977955155074596405e-02
3.398103475570678711e+00,8.462762087583541870e-02,-4.570592939853668213e-02
2.397293567657470703e+00,8.558427542448043823e-02,-8.877523243427276611e-03
